kabkota_code,kabkota_name,week_start_date,t_mean,t_min,t_max,hu_mean,ws_mean,tcc_mean,rain_hours,rain_frac,hours
51.07,KAB. KARANGASEM,2025-01-06,26.39,24.73,27.97,76.61,7.9,43.45,33,0.1964,168
51.07,KAB. KARANGASEM,2025-01-13,26.72,25.22,28.48,76.68,8.25,53.85,17,0.1012,168
51.07,KAB. KARANGASEM,2025-01-20,27.44,25.89,29.1,79.83,7.86,49.58,22,0.131,168
51.07,KAB. KARANGASEM,2025-01-27,27.05,25.26,28.82,76.9,8.3,43.08,24,0.1429,168
51.07,KAB. KARANGASEM,2025-02-03,27.25,25.68,29.03,82.04,8.33,52.72,18,0.1071,168
51.07,KAB. KARANGASEM,2025-02-10,27.45,25.93,29.13,82.07,10.15,52.65,40,0.2381,168
51.07,KAB. KARANGASEM,2025-02-17,27.7,26.08,29.34,78.62,9.29,59.17,34,0.2024,168
51.07,KAB. KARANGASEM,2025-02-24,27.82,26.22,29.46,78.89,9.54,66.99,46,0.2738,168
51.07,KAB. KARANGASEM,2025-03-03,27.63,25.88,29.22,78.97,10.29,49.12,48,0.2857,168
51.07,KAB. KARANGASEM,2025-03-10,28.56,26.94,30.21,83.42,10.18,56.59,62,0.369,168
51.07,KAB. KARANGASEM,2025-03-17,28.38,26.74,29.93,81.71,11.43,60.53,62,0.369,168
51.07,KAB. KARANGASEM,2025-03-24,28.76,27.0,30.47,84.99,12.01,74.94,61,0.3631,168
51.07,KAB. KARANGASEM,2025-03-31,28.37,26.7,29.91,78.89,12.47,64.77,55,0.3274,168
51.07,KAB. KARANGASEM,2025-04-07,28.99,27.4,30.7,82.69,12.74,71.75,63,0.375,168
51.07,KAB. KARANGASEM,2025-04-14,28.14,26.53,29.83,79.58,12.92,68.98,85,0.506,168
51.07,KAB. KARANGASEM,2025-04-21,29.35,27.68,30.88,82.07,12.48,70.41,81,0.4821,168
51.07,KAB. KARANGASEM,2025-04-28,28.14,26.49,29.64,85.77,11.23,73.55,93,0.5536,168
51.07,KAB. KARANGASEM,2025-05-05,29.21,27.68,30.87,84.28,13.65,68.77,99,0.5893,168
51.07,KAB. KARANGASEM,2025-05-12,29.74,28.12,31.35,88.44,11.63,66.48,101,0.6012,168
51.07,KAB. KARANGASEM,2025-05-19,30.06,28.26,31.66,86.35,13.16,82.23,100,0.5952,168
51.07,KAB. KARANGASEM,2025-05-26,27.84,26.12,29.52,87.62,14.25,74.51,103,0.6131,168
51.07,KAB. KARANGASEM,2025-06-02,30.16,28.65,31.74,87.38,13.79,84.11,104,0.619,168
51.07,KAB. KARANGASEM,2025-06-09,29.38,27.86,31.05,85.86,12.4,69.66,107,0.6369,168
51.07,KAB. KARANGASEM,2025-06-16,29.38,27.7,30.93,86.58,13.81,73.44,88,0.5238,168
51.07,KAB. KARANGASEM,2025-06-23,29.44,27.91,31.03,87.7,11.3,71.5,100,0.5952,168
51.07,KAB. KARANGASEM,2025-06-30,29.15,27.61,30.69,90.12,11.59,74.6,98,0.5833,168
51.07,KAB. KARANGASEM,2025-07-07,29.0,27.48,30.66,86.18,12.2,79.36,103,0.6131,168
51.07,KAB. KARANGASEM,2025-07-14,28.45,26.67,30.11,89.1,12.11,76.19,68,0.4048,168
51.07,KAB. KARANGASEM,2025-07-21,27.88,26.1,29.55,85.27,10.45,73.67,84,0.5,168
51.07,KAB. KARANGASEM,2025-07-28,28.11,26.34,29.75,81.25,14.08,74.71,91,0.5417,168
51.07,KAB. KARANGASEM,2025-08-04,29.13,27.34,30.91,81.23,10.2,70.6,73,0.4345,168
51.07,KAB. KARANGASEM,2025-08-11,27.36,25.78,29.13,81.13,12.03,55.89,79,0.4702,168
51.08,KAB. BULELENG,2024-08-19,29.7,28.02,31.22,83.41,9.93,63.57,82,0.4881,168
51.08,KAB. BULELENG,2024-08-26,27.73,26.09,29.25,87.65,10.35,62.58,98,0.5833,168
51.08,KAB. BULELENG,2024-09-02,28.31,26.61,29.99,83.17,9.86,66.84,83,0.494,168
51.08,KAB. BULELENG,2024-09-09,28.34,26.73,30.01,83.88,10.27,64.23,65,0.3869,168
51.08,KAB. BULELENG,2024-09-16,27.79,26.03,29.41,81.94,11.26,68.26,62,0.369,168
51.08,KAB. BULELENG,2024-09-23,27.14,25.35,28.82,87.09,8.4,65.0,56,0.3333,168
51.08,KAB. BULELENG,2024-09-30,27.77,26.27,29.54,83.03,9.0,60.49,56,0.3333,168
51.08,KAB. BULELENG,2024-10-07,27.13,25.51,28.63,80.85,8.94,54.11,59,0.3512,168
51.08,KAB. BULELENG,2024-10-14,27.35,25.7,29.14,76.57,7.03,55.32,52,0.3095,168
51.08,KAB. BULELENG,2024-10-21,26.76,25.19,28.55,81.77,7.91,48.4,37,0.2202,168
51.08,KAB. BULELENG,2024-10-28,27.69,26.04,29.26,78.73,7.24,55.9,49,0.2917,168
51.08,KAB. BULELENG,2024-11-04,27.96,26.36,29.49,79.85,5.7,47.57,25,0.1488,168
51.08,KAB. BULELENG,2024-11-11,27.45,25.92,29.22,81.46,7.35,44.63,30,0.1786,168
51.08,KAB. BULELENG,2024-11-18,26.62,25.07,28.22,75.9,7.88,42.91,28,0.1667,168
51.08,KAB. BULELENG,2024-11-25,27.83,26.12,29.54,79.0,7.77,54.29,26,0.1548,168
51.08,KAB. BULELENG,2024-12-02,26.53,24.94,28.2,81.12,6.91,43.95,18,0.1071,168
51.08,KAB. BULELENG,2024-12-09,27.29,25.62,29.03,77.28,5.96,51.34,6,0.0357,168
51.08,KAB. BULELENG,2024-12-16,26.71,25.11,28.31,75.97,5.73,43.04,23,0.1369,168
51.08,KAB. BULELENG,2024-12-23,25.65,24.03,27.35,77.05,7.39,49.26,21,0.125,168
51.08,KAB. BULELENG,2024-12-30,25.87,24.11,27.52,76.19,6.99,48.67,26,0.1548,168
51.08,KAB. BULELENG,2025-01-06,26.57,25.0,28.09,76.79,7.1,49.33,5,0.0298,168
51.08,KAB. BULELENG,2025-01-13,27.32,25.59,29.07,79.72,8.52,38.92,22,0.131,168
51.08,KAB. BULELENG,2025-01-20,27.18,25.47,28.87,79.67,9.29,46.33,18,0.1071,168
51.08,KAB. BULELENG,2025-01-27,27.39,25.67,28.99,78.49,7.81,55.41,18,0.1071,168
51.08,KAB. BULELENG,2025-02-03,26.35,24.63,28.09,76.76,8.44,44.09,27,0.1607,168
51.08,KAB. BULELENG,2025-02-10,28.0,26.21,29.59,77.38,6.55,57.83,46,0.2738,168
51.08,KAB. BULELENG,2025-02-17,27.34,25.75,29.06,78.31,9.39,45.56,33,0.1964,168
51.08,KAB. BULELENG,2025-02-24,28.44,26.66,30.2,81.6,8.21,55.9,25,0.1488,168
51.08,KAB. BULELENG,2025-03-03,27.65,26.07,29.35,80.79,9.77,62.48,38,0.2262,168
51.08,KAB. BULELENG,2025-03-10,26.96,25.23,28.67,83.77,10.14,55.05,46,0.2738,168
51.08,KAB. BULELENG,2025-03-17,27.89,26.38,29.54,79.5,9.2,60.43,49,0.2917,168
51.08,KAB. BULELENG,2025-03-24,28.31,26.53,30.1,81.42,11.55,57.13,58,0.3452,168
51.08,KAB. BULELENG,2025-03-31,26.57,24.97,28.22,84.53,12.39,56.56,47,0.2798,168
51.08,KAB. BULELENG,2025-04-07,28.31,26.66,29.91,82.2,10.61,56.97,77,0.4583,168
51.08,KAB. BULELENG,2025-04-14,28.35,26.59,30.01,81.48,11.9,64.97,65,0.3869,168
51.08,KAB. BULELENG,2025-04-21,28.24,26.45,29.81,82.76,13.41,65.57,82,0.4881,168
51.08,KAB. BULELENG,2025-04-28,28.51,26.98,30.3,81.36,11.68,68.44,79,0.4702,168
51.08,KAB. BULELENG,2025-05-05,28.73,27.11,30.36,84.94,12.43,72.26,79,0.4702,168
51.08,KAB. BULELENG,2025-05-12,28.48,26.87,30.06,87.17,13.32,71.23,97,0.5774,168
51.08,KAB. BULELENG,2025-05-19,29.08,27.36,30.71,82.8,15.23,76.01,93,0.5536,168
51.08,KAB. BULELENG,2025-05-26,29.92,28.42,31.67,88.55,12.69,73.79,107,0.6369,168
51.08,KAB. BULELENG,2025-06-02,29.51,27.91,31.21,86.59,11.42,76.69,99,0.5893,168
51.08,KAB. BULELENG,2025-06-09,28.81,27.04,30.58,86.47,11.88,71.65,109,0.6488,168
51.08,KAB. BULELENG,2025-06-16,28.87,27.21,30.56,88.71,13.32,74.23,107,0.6369,168
51.08,KAB. BULELENG,2025-06-23,29.96,28.34,31.54,84.51,13.89,83.83,100,0.5952,168
51.08,KAB. BULELENG,2025-06-30,29.13,27.43,30.68,86.92,14.47,74.71,101,0.6012,168
51.08,KAB. BULELENG,2025-07-07,30.11,28.55,31.66,88.22,12.63,80.16,91,0.5417,168
51.08,KAB. BULELENG,2025-07-14,29.59,28.05,31.25,84.96,11.81,71.98,86,0.5119,168
51.08,KAB. BULELENG,2025-07-21,28.83,27.25,30.57,88.09,13.74,76.77,114,0.6786,168
51.08,KAB. BULELENG,2025-07-28,29.14,27.34,30.82,85.0,11.06,69.21,94,0.5595,168
51.08,KAB. BULELENG,2025-08-04,28.82,27.07,30.6,88.17,13.12,75.69,86,0.5119,168
51.08,KAB. BULELENG,2025-08-11,29.47,27.77,31.24,83.99,11.92,68.07,86,0.5119,168
51.71,KOTA DENPASAR,2024-08-19,28.03,26.49,29.69,84.05,6.95,52.23,56,0.3333,168
51.71,KOTA DENPASAR,2024-08-26,27.35,25.59,28.88,83.58,7.17,64.84,56,0.3333,168
51.71,KOTA DENPASAR,2024-09-02,28.65,27.04,30.44,80.56,6.54,49.24,64,0.381,168
51.71,KOTA DENPASAR,2024-09-09,29.15,27.5,30.88,83.22,8.08,57.72,65,0.3869,168
51.71,KOTA DENPASAR,2024-09-16,27.97,26.21,29.53,84.06,6.05,66.89,84,0.5,168
51.71,KOTA DENPASAR,2024-09-23,28.6,27.04,30.23,83.63,6.67,63.99,58,0.3452,168
51.71,KOTA DENPASAR,2024-09-30,28.39,26.6,29.93,82.2,8.15,69.17,92,0.5476,168
51.71,KOTA DENPASAR,2024-10-07,29.03,27.25,30.59,85.34,5.53,75.45,78,0.4643,168
51.71,KOTA DENPASAR,2024-10-14,28.9,27.23,30.63,85.53,8.07,69.09,80,0.4762,168
51.71,KOTA DENPASAR,2024-10-21,28.55,26.78,30.16,86.57,8.18,74.58,81,0.4821,168
51.71,KOTA DENPASAR,2024-10-28,28.29,26.67,29.93,85.8,8.86,59.18,84,0.5,168
51.71,KOTA DENPASAR,2024-11-04,29.52,27.89,31.28,86.75,10.34,84.56,87,0.5179,168
51.71,KOTA DENPASAR,2024-11-11,27.3,25.62,28.91,88.42,8.83,67.14,96,0.5714,168
51.71,KOTA DENPASAR,2024-11-18,28.13,26.44,29.86,88.15,9.45,78.69,99,0.5893,168
51.71,KOTA DENPASAR,2024-11-25,28.51,26.92,30.06,87.09,11.5,70.11,103,0.6131,168
51.71,KOTA DENPASAR,2024-12-02,29.11,27.56,30.8,86.04,8.94,81.24,100,0.5952,168
51.71,KOTA DENPASAR,2024-12-09,29.36,27.76,31.03,83.77,11.05,82.14,110,0.6548,168
51.71,KOTA DENPASAR,2024-12-16,28.7,27.0,30.34,89.47,10.52,72.44,96,0.5714,168
51.71,KOTA DENPASAR,2024-12-23,29.67,27.87,31.36,85.53,10.65,75.81,96,0.5714,168
51.71,KOTA DENPASAR,2024-12-30,29.22,27.58,30.74,87.49,12.48,80.55,107,0.6369,168
51.71,KOTA DENPASAR,2025-01-06,28.32,26.73,29.9,88.13,12.18,72.8,111,0.6607,168
51.71,KOTA DENPASAR,2025-01-13,28.82,27.29,30.5,86.33,12.17,82.44,83,0.494,168
51.71,KOTA DENPASAR,2025-01-20,28.64,27.07,30.35,82.91,11.79,66.46,85,0.506,168
51.71,KOTA DENPASAR,2025-01-27,28.26,26.73,29.76,83.92,12.07,70.22,84,0.5,168
51.71,KOTA DENPASAR,2025-02-03,27.94,26.24,29.58,83.74,13.13,63.03,66,0.3929,168
51.71,KOTA DENPASAR,2025-02-10,27.84,26.12,29.51,82.3,14.12,70.76,53,0.3155,168
51.71,KOTA DENPASAR,2025-02-17,28.25,26.49,30.0,83.32,13.39,68.6,68,0.4048,168
51.71,KOTA DENPASAR,2025-02-24,27.85,26.33,29.54,80.22,12.71,59.24,65,0.3869,168
51.71,KOTA DENPASAR,2025-03-03,29.01,27.41,30.78,79.71,11.6,53.35,39,0.2321,168
51.71,KOTA DENPASAR,2025-03-10,27.64,26.09,29.2,83.2,10.97,55.86,39,0.2321,168
51.71,KOTA DENPASAR,2025-03-17,27.69,25.92,29.2,78.75,12.35,49.15,52,0.3095,168
51.71,KOTA DENPASAR,2025-03-24,27.55,25.81,29.19,80.01,13.43,58.25,34,0.2024,168
51.71,KOTA DENPASAR,2025-03-31,26.74,25.03,28.31,76.46,12.35,62.37,29,0.1726,168
51.71,KOTA DENPASAR,2025-04-07,26.59,24.79,28.17,78.22,12.65,51.43,25,0.1488,168
51.71,KOTA DENPASAR,2025-04-14,27.28,25.76,28.84,77.4,12.15,53.95,36,0.2143,168
51.71,KOTA DENPASAR,2025-04-21,26.04,24.27,27.61,81.61,13.35,50.34,33,0.1964,168
51.71,KOTA DENPASAR,2025-04-28,26.53,24.74,28.26,79.12,10.76,41.82,21,0.125,168
51.71,KOTA DENPASAR,2025-05-05,27.16,25.57,28.9,79.19,10.35,49.99,10,0.0595,168
51.71,KOTA DENPASAR,2025-05-12,26.97,25.3,28.52,80.36,10.71,44.16,26,0.1548,168
51.71,KOTA DENPASAR,2025-05-19,26.0,24.44,27.77,77.09,10.21,46.33,22,0.131,168
51.71,KOTA DENPASAR,2025-05-26,26.63,24.87,28.26,77.1,9.29,42.59,4,0.0238,168
51.71,KOTA DENPASAR,2025-06-02,26.73,25.15,28.52,74.59,9.53,52.1,30,0.1786,168
51.71,KOTA DENPASAR,2025-06-09,26.59,24.93,28.22,75.92,9.14,40.56,35,0.2083,168
51.71,KOTA DENPASAR,2025-06-16,27.05,25.5,28.61,75.75,6.57,46.05,19,0.1131,168
51.71,KOTA DENPASAR,2025-06-23,27.03,25.43,28.56,78.52,8.59,41.28,25,0.1488,168
51.71,KOTA DENPASAR,2025-06-30,27.27,25.6,28.94,79.23,8.11,46.52,13,0.0774,168
51.71,KOTA DENPASAR,2025-07-07,27.15,25.39,28.94,79.34,8.28,45.44,33,0.1964,168
51.71,KOTA DENPASAR,2025-07-14,27.88,26.38,29.47,77.07,7.57,49.84,33,0.1964,168
51.71,KOTA DENPASAR,2025-07-21,27.25,25.65,28.97,81.67,7.53,46.0,29,0.1726,168
51.71,KOTA DENPASAR,2025-07-28,27.87,26.26,29.42,75.46,8.82,58.9,35,0.2083,168
51.71,KOTA DENPASAR,2025-08-04,27.86,26.09,29.62,81.85,8.23,47.68,29,0.1726,168
51.71,KOTA DENPASAR,2025-08-11,28.34,26.62,29.89,83.17,6.25,48.98,48,0.2857,168
